source_file,battery_id,start_time,ambient_temperature,max_voltage,min_voltage,avg_current,avg_temp,cycle_duration,capacity,charge_duration,max_temp_charge,initial_capacity,SoH,cycle_number,RUL,voltage_range,capacity_fade_rate,anomaly
05302.csv,B0005,[2.008e+03 5.000e+00 1.000e+00 3.000e+00 1.500e+01 3.314e+01],24,4.19834220599025,2.6655106679421823,-1.902207182631691,32.05752645824972,3248.593,1.7158065389330133,0.0,0.0,1.8564874208181568,92.4222011790877,36,132,1.5328315380480677,0.0481479866963285,1
05306.csv,B0005,[2.008e+03 5.000e+00 1.000e+00 8.000e+00 1.600e+01 3.343e+00],24,4.198995776266302,2.650495153350403,-1.9020484449938708,31.97592092807272,3238.766,1.710533351135192,0.0,0.0,1.8564874208181568,92.13816005181212,37,131,1.548500622915899,0.0030732997445623,1
05440.csv,B0005,[2.008e+03 5.000e+00 1.000e+01 1.000e+00 2.100e+01 5.650e+01],24,4.198372063670128,2.631343871050918,-1.816317296828028,33.35156485472646,3074.266,1.5480915247767786,0.0,0.0,1.8564874208181568,83.38820438085878,38,130,1.56702819261921,0.094965600203357,1
05330.csv,B0005,[2.008e+03 5.000e+00 2.000e+00 1.300e+01 4.300e+01 5.093e+00],24,4.198991968341307,2.639091813583503,-1.883106598669776,32.382685497234974,3203.578,1.6745692479879102,0.0,0.0,1.8564874208181568,90.20094772578231,39,129,1.5599001547578042,0.0816991251401422,1
05641.csv,B0005,[2.008e+03 5.000e+00 2.100e+01 2.100e+01 2.000e+00 9.781e+00],24,4.196207586734141,2.668286095904868,-1.6937809113323188,33.61961195858585,2847.437,1.3340066759761655,0.0,0.0,1.8564874208181568,71.85648881952925,40,128,1.5279214908292724,0.2033732390708535,1
05712.csv,B0005,[2.008e+03 5.000e+00 2.600e+01 1.000e+00 1.300e+01 2.796e+00],24,4.195561297751176,2.673348140468748,-1.6750812261110135,33.33765795318199,2801.625,1.2978870806495706,0.0,0.0,1.8564874208181568,69.91090088170863,41,127,1.5222131572824282,0.0270760229143263,1
05716.csv,B0005,[2.008e+03 5.000e+00 2.600e+01 6.000e+00 1.000e+00 8.171e+00],24,4.196066962029683,2.632763831012711,-1.675366426273468,33.29076744042025,2802.031,1.2980735056918902,0.0,0.0,1.8564874208181568,69.9209426972485,42,126,1.5633031310169718,0.0001436373357119,1
05166.csv,B0005,[2008    4   19    2   29    9],24,4.187628781108399,2.5027764692056795,-1.8746995273150973,32.70024990461686,3552.297,1.847417311283644,0.0,0.0,1.8564874208181568,99.51143705942724,43,125,1.68485231190272,0.4231993051109586,1
05360.csv,B0005,[2008    5    4    4   41   40],24,4.198782234828033,2.631116911889304,-1.8568340008006832,32.50100298369444,3148.829,1.622125485521159,0.0,0.0,1.8564874208181568,87.37605584239758,44,124,1.567665322938729,0.1219496127845338,1
05433.csv,B0005,[2008    5    9   12   25    7],24,4.222920057935785,2.6920548172137724,-1.822916991757235,32.856295641052824,3177.219,1.605818899130659,0.0,0.0,1.8564874208181568,86.4976988868027,45,123,1.530865240722013,0.0100526047682809,1
05444.csv,B0005,[2008    5   10    6   18   12],24,4.198353213898968,2.6983970036642315,-1.8033689952639715,33.147486361012966,3066.0,1.5323755631868592,0.0,0.0,1.8564874208181568,82.54166152720491,46,122,1.4999562102347364,0.0457357526328527,1
05128.csv,B0005,[2008.       4.       3.       4.      16.      37.375],24,4.188461118855572,2.592947964776547,-1.8255891938692528,32.51487646204882,3631.563,1.8352625275821128,0.0,0.0,1.8564874208181568,98.85671763794176,47,121,1.5955131540790246,0.1976584407058437,1
05130.csv,B0005,[2008.       4.       3.       8.      33.      25.703],24,4.188298524761055,2.547419651124539,-1.8261139590277584,32.38234901543077,3629.172,1.8346455082120416,0.0,0.0,1.8564874208181568,98.82348178817772,48,120,1.640878873636516,0.0003362022385342,1
05132.csv,B0005,[2008.       4.       3.      12.      55.      10.687],24,4.188815807948604,2.5209480504077413,-1.8168108743168805,32.43418218230641,3652.281,1.8356616600675493,0.0,0.0,1.8564874208181568,98.87821697485946,49,119,1.6678677575408627,0.000553868227382,1
05134.csv,B0005,[2008.       4.       3.      17.      17.      16.015],24,4.18839163793879,2.487927319492314,-1.816791144707133,32.480416444757985,3650.828,1.8351461429226603,0.0,0.0,1.8564874208181568,98.8504485591348,50,118,1.700464318446476,0.0002808345111211,1
05136.csv,B0005,[2008.       4.       3.      21.      28.      14.718],24,4.188927891511958,2.665204904745877,-1.844341212075406,32.41046186109587,3572.453,1.8257567905665533,0.0,0.0,1.8564874208181568,98.3446895515155,51,117,1.523722986766081,0.0051164057927035,1
05140.csv,B0005,[2008.       4.       4.       5.      48.       8.609],24,4.189223427076418,2.552853984885676,-1.853589933851096,32.27679750791685,3551.25,1.824613268496936,0.0,0.0,1.8564874208181568,98.28309354731994,52,116,1.636369442190742,0.0006263277099807,1
05142.csv,B0005,[2008.       4.       4.       9.      57.      19.765],24,4.188916055911241,2.472448301852732,-1.863380178294828,32.15709350345252,3530.25,1.8246195526864504,0.0,0.0,1.8564874208181568,98.2834320462208,53,115,1.7164677540585087,3.444121350337781e-06,1
05145.csv,B0005,[2008.       4.       4.      17.      56.      27.609],24,4.189876247266316,2.64956413267546,-1.8729688102878943,32.36407129853099,3491.016,1.814201935767392,0.0,0.0,1.8564874208181568,97.72228539894284,54,114,1.5403121145908556,0.0057094734646025,1
05153.csv,B0005,[2008.       4.       5.      10.      30.      32.312],24,4.18921207304098,2.64010141737067,-1.8921861285036712,31.93159367491153,3429.407,1.80210690024615,0.0,0.0,1.8564874208181568,97.0707843230071,55,113,1.5491106556703098,0.006666862868342,1
05155.csv,B0005,[2008.       4.       5.      14.      34.      41.468],24,4.188899969428112,2.573903509838096,-1.9027629207037409,31.941655359029298,3409.484,1.802579500826209,0.0,0.0,1.8564874208181568,97.0962410309147,56,112,1.6149964595900164,0.0002622489154191,1
05157.csv,B0005,[2008.       4.       5.      18.      39.      25.218],24,4.188779799856791,2.4942396831720126,-1.913347060582244,31.965008645476725,3390.422,1.8030683142834096,0.0,0.0,1.8564874208181568,97.1225710481138,57,111,1.6945401166847782,0.0002711744236392,1
05159.csv,B0005,[2008.       4.       5.      22.      46.      35.484],24,4.189272591516219,2.4556793246645583,-1.9131602105481536,31.966241678512723,3390.281,1.802777624719604,0.0,0.0,1.8564874208181568,97.1069130069902,58,110,1.7335932668516607,0.0001612193844808,1
05162.csv,B0005,[2008.       4.      18.      21.      10.      19.796],24,4.187614060563439,2.632142800798914,-1.8553455745575973,32.37143341978575,3591.734,1.8470259949329195,0.0,0.0,1.8564874208181568,99.4903587398902,59,109,1.5554712597645248,0.0245445525873984,1
05170.csv,B0005,[2008.       4.      19.       7.      47.      15.703],24,4.187447226312926,2.617507742871704,-1.8738272127883848,32.32266411829938,3531.578,1.8361774213478947,0.0,0.0,1.8564874208181568,98.9059985409806,60,108,1.5699394834412224,0.0058735359517334,1
05178.csv,B0005,[2008.       4.      19.      18.      27.      29.828],24,4.187438187636325,2.6237674644021887,-1.873239184822504,31.894456524691385,3511.594,1.8251136435078368,0.0,0.0,1.8564874208181568,98.310046329509,61,107,1.5636707232341367,0.0060254405219384,1
05182.csv,B0005,[2008.       4.      19.      23.      41.      55.687],24,4.18774138117799,2.5010798299873738,-1.9139593751505897,31.78039681801023,3431.9370000000054,1.825581504220376,0.0,0.0,1.8564874208181568,98.33524772367376,62,106,1.686661551190617,0.0002563460714917,1
05186.csv,B0005,[2008.       4.      20.       4.      54.      41.734],24,4.188261122540052,2.68499881852498,-1.9030532722310995,31.688747146342205,3431.125,1.814031127508391,0.0,0.0,1.8564874208181568,97.71308478400272,63,105,1.5032623040150717,0.0063269575668262,1
05190.csv,B0005,[2008.       4.      20.      10.      16.      28.859],24,4.187338767288234,2.547109116468133,-1.913459074224792,31.59674799256916,3412.406,1.8147691941158937,0.0,0.0,1.8564874208181568,97.75284086310276,64,104,1.640229650820101,0.0004068654590929,1
05194.csv,B0005,[2008.       4.      20.      15.      37.       5.281],24,4.187560306288175,2.471314764334132,-1.9136209099025527,31.56558649878708,3410.688,1.813969388710352,0.0,0.0,1.8564874208181568,97.7097592135008,65,103,1.7162455419540428,0.0004407201798084,1
05198.csv,B0005,[2008.       4.      20.      20.      50.      38.921],24,4.18805176248713,2.6613903306108773,-1.902581974571906,31.59124667045208,3410.718,1.802765665167823,0.0,0.0,1.8564874208181568,97.10626880376824,66,102,1.5266614318762528,0.0061763575572212,1
05206.csv,B0005,[2008.       4.      22.      15.      33.      49.875],24,4.2010701773378685,2.628919415830567,-1.920618117118412,31.91556385491565,3470.672,1.8518025516704488,0.0,0.0,1.8564874208181568,99.74764875349152,67,101,1.5721507615073014,0.0272009210348815,1
05210.csv,B0005,[2008.       4.      22.      20.      26.      18.921],24,4.1996223345495824,2.6312552691827045,-1.9298830859597569,32.081128118597164,3414.109,1.8307038456739428,0.0,0.0,1.8564874208181568,98.6111634878274,68,100,1.568367065366878,0.0113936045597698,1
05218.csv,B0005,[2008.       4.      23.       6.      18.      19.921],24,4.199103467081427,2.6749688422803803,-1.923330987770314,31.465690433362017,3386.0,1.809307963702852,0.0,0.0,1.8564874208181568,97.4586707894572,69,99,1.5241346248010466,0.0116872436913543,1
05226.csv,B0005,[2008.       4.      23.      16.       6.      25.171],24,4.19967522099872,2.658447162110498,-1.9231439161693824,31.90224747551808,3368.266,1.7993770651972192,0.0,0.0,1.8564874208181568,96.92374130950108,70,98,1.5412280588882217,0.0054887828412077,1
05242.csv,B0005,[2008.       4.      24.      11.      49.      24.281],24,4.199395781118708,2.612793240883853,-1.9220800182578983,31.569551201845574,3321.188,1.773037755078937,0.0,0.0,1.8564874208181568,95.50497004162604,71,97,1.5866025402348556,0.0146380159154665,1
05246.csv,B0005,[2008.       4.      24.      16.      45.      56.015],24,4.199578698026071,2.6637064901468075,-1.916241789031196,32.111426258867944,3321.844,1.7678721106662054,0.0,0.0,1.8564874208181568,95.226721756461,72,96,1.535872207879264,0.0029134429867239,1
05250.csv,B0005,[2008.       4.      24.      21.      38.      11.078],24,4.199546957512695,2.6668454289754746,-1.915880982351776,32.271676011112376,3311.828,1.762315070409309,0.0,0.0,1.8564874208181568,94.9273908698317,73,95,1.53270152853722,0.0031433496933227,1
05254.csv,B0005,[2008.       4.      25.      12.       3.      44.093],24,4.194091469340824,2.684431051981017,-1.911440626575304,31.84229165967865,3327.391,1.7676172924938447,0.0,0.0,1.8564874208181568,95.2129959337324,74,94,1.5096604173598074,0.0030086686390897,1
05256.csv,B0005,[2008.       4.      25.      20.       3.      55.921],24,4.200715235801255,2.645224362345869,-1.915816699754416,31.759815453754253,3312.078,1.762668359743147,0.0,0.0,1.8564874208181568,94.94642085785512,75,93,1.5554908734553856,0.0027997761572673,1
05268.csv,B0005,[2008.       4.      26.      10.      58.      25.843],24,4.199122915612965,2.670544734728978,-1.9144128654409127,31.35934131425137,3265.016,1.7360913511847138,0.0,0.0,1.8564874208181568,93.51484592444024,76,92,1.528578180883987,0.0150777135196923,1
05270.csv,B0005,[2008.       4.      29.      12.      15.      56.953],24,4.190409478081396,2.605158060541757,-1.9388813849818085,34.31088483888259,3328.937,1.7936240148573608,0.0,0.0,1.8564874208181568,96.6138523075426,77,91,1.5852514175396388,0.0331391914563634,1
05274.csv,B0005,[2008.       4.      29.      17.       5.      27.781],24,4.199933846791869,2.672012007453096,-1.927509725704535,33.43585640373787,3329.266,1.7831890223273277,0.0,0.0,1.8564874208181568,96.05176972012411,78,90,1.5279218393387732,0.0058178260569637,1
05286.csv,B0005,[2008.       4.      30.       7.      41.      42.578],24,4.199432142144215,2.6629725743154204,-1.9202346781375208,32.00739178780946,3275.125,1.7468706179837907,0.0,0.0,1.8564874208181568,94.09547290193554,79,89,1.536459567828795,0.0203671085279203,1
05290.csv,B0005,[2008.       4.      30.      12.      28.      49.265],24,4.199640922827531,2.612942119873717,-1.9201011498853635,32.06387071886056,3265.656,1.7417172507457144,0.0,0.0,1.8564874208181568,93.8178859288008,80,88,1.5866988029538145,0.0029500566241272,1
05298.csv,B0005,[2008.       4.      30.      22.      14.      54.062],24,4.198949734540481,2.6287695472774453,-1.908340706503589,32.16809876635083,3257.594,1.7263217239235826,0.0,0.0,1.8564874208181568,92.98860334657104,81,87,1.5701801872630354,0.0088392802078179,1
05340.csv,B0005,[2008.       5.       3.       4.      13.       8.609],24,4.199339974904826,2.639895313359579,-1.8705599868289544,32.46542951751835,3186.297,1.6538540573335014,0.0,0.0,1.8564874208181568,89.08512057704358,82,86,1.5594446615452475,0.0419780771948908,1
05344.csv,B0005,[2008.       5.       3.       9.      10.      19.812],24,4.198916244859707,2.68991452927918,-1.8640049795794804,32.347056454418095,3176.438,1.642653782130131,0.0,0.0,1.8564874208181568,88.48181591266646,83,85,1.509001715580527,0.0067722270618173,1
05348.csv,B0005,[2008.       5.       3.      14.       4.      34.187],24,4.198537488587242,2.65935818848874,-1.8636932149873204,32.37153894064616,3167.593,1.6378578430223698,0.0,0.0,1.8564874208181568,88.22348186450752,84,84,1.539179300098502,0.0029196286886101,1
05352.csv,B0005,[2008.       5.       3.      18.      58.      13.468],24,4.198943932259475,2.6657030585650423,-1.857820396301907,32.45549347979197,3167.719,1.6327350407099108,0.0,0.0,1.8564874208181568,87.94754127611391,85,83,1.5332408736944323,0.0031277453866238,1
05356.csv,B0005,[2008.       5.       3.      23.      42.      30.093],24,4.199579806494986,2.642986759012803,-1.8572160981955343,32.50017194695606,3159.077999999994,1.6277528915533617,0.0,0.0,1.8564874208181568,87.679176993077,86,82,1.5565930474821834,0.0030514131395029,1
05364.csv,B0005,[2008.       5.       4.       9.      40.      11.906],24,4.19910517813207,2.696157404617167,-1.8448886500218813,32.4728927422438,3149.094,1.6113256603765849,0.0,0.0,1.8564874208181568,86.7943214862437,87,81,1.5029477735149035,0.0100919686655265,1
05368.csv,B0005,[2008.       5.       4.      14.      38.      13.359],24,4.198510853141954,2.6667596238241567,-1.8444180038305809,32.50480154634882,3140.547,1.6065631397488385,0.0,0.0,1.8564874208181568,86.53778753000242,88,80,1.5317512293177975,0.0029556536861911,1
05376.csv,B0005,[2008.       5.       5.       0.      35.      53.968],24,4.198799630396931,2.69892986372897,-1.83711254029409,32.45692821941515,3121.907,1.590369231400328,0.0,0.0,1.8564874208181568,85.66549999565576,89,79,1.4998697666679617,0.0100798455708639,1
05380.csv,B0005,[2008.       5.       5.       5.      28.      13.937],24,4.198753541225669,2.6682466504353,-1.831595707598376,32.447059186431154,3122.125,1.5857889968242211,0.0,0.0,1.8564874208181568,85.41878490754124,90,78,1.5305068907903685,0.0028799818845047,1
05386.csv,B0005,[2008.       5.       5.      20.      40.       8.562],24,4.201124089732316,2.6741633856529066,-1.843279976491472,32.84488475360107,3120.86,1.5955263892495937,0.0,0.0,1.8564874208181568,85.94329115068514,91,77,1.526960704079409,0.0061404086198562,1
05394.csv,B0005,[2008.       5.       6.       6.      37.       6.296],24,4.198524048997099,2.688809122993162,-1.8236746835609148,32.06376130177751,3095.094,1.5649019950937946,0.0,0.0,1.8564874208181568,84.29370312695897,92,76,1.5097149260039369,0.0191939126561249,1
05398.csv,B0005,[2008.       5.       6.      11.      25.      21.031],24,4.198840869468569,2.6743555987897745,-1.817672077021088,32.21997626855924,3095.781,1.5597659473370362,0.0,0.0,1.8564874208181568,84.01704907053154,93,75,1.5244852706787944,0.0032820251829575,1
05402.csv,B0005,[2008.       5.       6.      16.      23.      36.296],24,4.198119631667182,2.6430294964336345,-1.8179238657973995,32.7120225448885,3094.328,1.5594815668184234,0.0,0.0,1.8564874208181568,84.00173086716406,94,74,1.555090135233547,0.0001823225587777,1
05406.csv,B0005,[2008.       5.       6.      21.      21.      49.265],24,4.198320288264955,2.6584858447131823,-1.817160673909645,32.945022147355694,3086.531,1.55468935359061,0.0,0.0,1.8564874208181568,83.74359751414076,95,73,1.5398344435517726,0.0030729527875025,1
05414.csv,B0005,[2008.       5.       7.       7.       4.       2.109],24,4.199047008209673,2.6622967647315545,-1.8094435644526072,32.629663328789654,3067.203,1.538236598942558,0.0,0.0,1.8564874208181568,82.85736718133295,96,72,1.5367502434781186,0.0105826637392567,1
05422.csv,B0005,[2008.       5.       7.      16.      59.      29.937],24,4.197600624105256,2.640189476892272,-1.8031542757366408,32.68215852457039,3058.812,1.5285252629756445,0.0,0.0,1.8564874208181568,82.33426447360581,97,71,1.557411147212984,0.0063132914491759,1
05426.csv,B0005,[2008.       5.       7.      21.      56.       9.656],24,4.197985718630326,2.693769409137257,-1.7965666438696486,32.99387423636739,3058.578,1.522647325284378,0.0,0.0,1.8564874208181568,82.01764839394092,98,70,1.504216309493069,0.0038454959388919,1
