source_file,battery_id,start_time,ambient_temperature,charge_duration,max_temp_charge
00155.csv,B0047,[2010.      8.     12.     14.     27.     15.14],4,10807.516,8.64547621512964
00158.csv,B0047,[2010.       8.      12.      19.      22.      39.406],4,10804.64,9.67007840304718
00160.csv,B0047,[2010.       8.      12.      23.      40.      56.125],4,10807.093999999996,10.025147602426648
00162.csv,B0047,[2010.       8.      13.       3.      58.       7.187],4,10803.235,11.02689513361178
00164.csv,B0047,[2010.       8.      13.       8.      14.      54.843],4,10805.453,11.272328278958131
00167.csv,B0047,[2010.       8.      13.      12.      27.      18.593],4,10806.078,7.90509798766143
00171.csv,B0047,[2010.       8.      16.      12.      56.      14.546],4,10806.641,8.855451661928804
00174.csv,B0047,[2010.       8.      16.      17.      53.      19.203],4,10807.969,10.0303131074292
00176.csv,B0047,[2010.       8.      16.      22.      13.       2.812],4,10809.593999999996,10.54811102432876
00178.csv,B0047,[2010    8   17    2   32   20],4,10804.109,10.171183334420576
00180.csv,B0047,[2010.       8.      17.       6.      50.      25.203],4,10810.344,11.150433415617073
00183.csv,B0047,[2010.       8.      17.      11.      43.      58.265],4,10808.891,8.682783567615884
00187.csv,B0045,[2010.       7.      21.      17.      25.      40.671],4,10803.313,8.785650190090244
00190.csv,B0045,[2010.       7.      21.      22.      38.      43.484],4,10802.077999999994,8.853129773685774
00192.csv,B0045,[2010.       7.      22.       3.      14.      53.218],4,10807.688,8.776291982334724
00194.csv,B0045,[2010.       7.      22.       7.      50.      21.625],4,10805.687,8.775346646457248
00196.csv,B0045,[2010.       7.      22.      12.      25.       3.656],4,10804.078,8.71806347044578
00199.csv,B0045,[2010.       7.      22.      17.      34.      59.312],4,10804.969,8.483162547096285
00203.csv,B0045,[2010.      7.     23.     12.      7.     29.25],4,10808.375,8.580955095681853
00206.csv,B0045,[2010.       7.      23.      17.      17.      36.625],4,10804.25,8.560759277571414
00208.csv,B0045,[2010.       7.      23.      21.      50.      50.578],4,10802.406000000004,8.840378927250836
00210.csv,B0045,[2.0100e+03 7.0000e+00 2.4000e+01 2.0000e+00 2.3000e+01 2.1453e+01],4,10803.203,8.538550899579711
00212.csv,B0045,[2010.       7.      24.       6.      55.      11.046],4,10806.079,8.779279490535002
00215.csv,B0045,[2.010e+03 7.000e+00 2.400e+01 1.200e+01 2.000e+00 2.839e+01],4,10803.641,8.55644041954141
00219.csv,B0045,[2010.       7.      27.      18.      19.       3.281],4,10805.125,8.64082549967087
00222.csv,B0045,[2010.       7.      27.      23.      28.       8.828],4,10806.202999999994,8.69401193830235
00224.csv,B0045,[2010.       7.      28.       4.       0.      28.265],4,10807.016,8.612963575905082
00226.csv,B0045,[2010.       7.      28.       8.      31.      35.609],4,10803.453,8.740714589018927
00228.csv,B0045,[2.010e+03 7.000e+00 2.800e+01 1.300e+01 2.000e+00 8.531e+00],4,10807.812,8.751479498184123
00231.csv,B0045,[2010.       7.      28.      18.       7.      53.906],4,10805.016,8.582698076717909
00234.csv,B0045,[2.01e+03 7.00e+00 2.80e+01 2.30e+01 1.30e+01 7.96e-01],4,10805.781000000004,8.35284671467992
00236.csv,B0045,[2.0100e+03 7.0000e+00 2.9000e+01 2.0000e+00 5.5000e+01 5.2843e+01],4,10802.625,9.90478057840465
00238.csv,B0045,[2010.       7.      29.       7.      27.      57.484],4,10808.813,8.58965823822967
00240.csv,B0045,[2010.       7.      29.      11.      56.      11.593],4,10804.828,8.497893580828467
00243.csv,B0045,[2010.       7.      29.      16.      59.      23.625],4,10808.359,8.510781373767653
00246.csv,B0045,[2.0100e+03 7.0000e+00 2.9000e+01 2.2000e+01 2.0000e+00 1.5765e+01],4,10808.75,8.285619089501685
00248.csv,B0045,[2.0100e+03 7.0000e+00 3.0000e+01 2.0000e+00 2.8000e+01 4.1125e+01],4,10808.5,8.58138442449717
00250.csv,B0045,[2010.       7.      30.       6.      54.      35.109],4,10808.781,8.20802499872285
00252.csv,B0045,[2010.       7.      30.      11.      19.      35.093],4,10804.703,8.200683442025088
00255.csv,B0045,[2010    7   30   16   20    6],4,10804.766,8.359175221386465
00258.csv,B0045,[2010.       7.      30.      21.      20.      14.843],4,10802.641000000003,8.345282935655332
00260.csv,B0045,[2.0100e+03 7.0000e+00 3.1000e+01 1.0000e+00 4.3000e+01 5.7734e+01],4,10802.015,8.481004212105633
00262.csv,B0045,[2010.       7.      31.       6.       7.       5.562],4,10808.25,8.590327675703762
00264.csv,B0045,[2010.       7.      31.      10.      29.      39.359],4,10803.187,8.209678446181726
00267.csv,B0045,[2010.       7.      31.      15.      27.      42.562],4,10804.329,8.182864037543233
00271.csv,B0045,[2010.       8.       3.      17.      52.      22.375],4,10802.156,8.519154630742015
00274.csv,B0045,[2010.       8.       3.      22.      54.      43.062],4,10804.672000000006,8.58506578211541
00276.csv,B0045,[2010.      8.      4.      3.     19.     23.25],4,10806.687,8.577478209676919
00278.csv,B0045,[2010.       8.       4.       7.      43.      19.828],4,10804.187,8.57550299811397
00280.csv,B0045,[2010.       8.       4.      12.       6.      28.531],4,10804.703,8.266803356006735
00283.csv,B0045,[2010.       8.       4.      17.       4.      33.625],4,10805.594,8.439547704901333
00286.csv,B0045,[2.0100e+03 8.0000e+00 4.0000e+00 2.2000e+01 2.0000e+00 3.3781e+01],4,10803.797000000006,8.314572405527649
00288.csv,B0045,[2.0100e+03 8.0000e+00 5.0000e+00 2.0000e+00 2.3000e+01 3.5171e+01],4,10806.938,8.483875231596956
00290.csv,B0045,[2010.       8.       5.       6.      44.       4.281],4,10805.984,8.174570086606838
00292.csv,B0045,[2010.       8.       5.      11.       4.      13.765],4,10804.937,8.259463557167189
00295.csv,B0045,[2010.       8.       5.      15.      59.      42.062],4,10804.922,8.086015304249244
00298.csv,B0045,[2010.       8.       5.      20.      54.      47.218],4,10808.079,8.485744245814582
00300.csv,B0045,[2.0100e+03 8.0000e+00 6.0000e+00 1.0000e+00 1.3000e+01 2.8265e+01],4,10808.421,8.482870154994146
00302.csv,B0045,[2010.       8.       6.       5.      31.      48.156],4,10809.953,8.350384440537637
00304.csv,B0045,[2010.       8.       6.       9.      49.      49.937],4,10803.234,8.182219794553623
00307.csv,B0045,[2010.       8.       6.      14.      43.       7.578],4,10806.329,8.16257020611204
00310.csv,B0045,[2010.       8.       6.      19.      36.      20.187],4,10804.89,8.477289042975487
00312.csv,B0045,[2010.      8.      6.     23.     53.     10.89],4,10807.342999999992,8.473789563516673
00314.csv,B0045,[2010.       8.       7.       4.       9.      31.812],4,10809.625,8.366475451255667
00316.csv,B0045,[2010.       8.       7.       8.      25.      18.796],4,10804.875,8.517183141862848
00319.csv,B0045,[2010.       8.       7.      13.       4.      21.953],4,10804.531,8.025336138029575
00323.csv,B0045,[2010.       8.      10.      17.      36.      14.109],4,10810.016,8.494107393460704
00326.csv,B0045,[2010.       8.      10.      22.      33.      31.875],4,10803.282000000008,8.598147632850294
00328.csv,B0045,[2.0100e+03 8.0000e+00 1.1000e+01 2.0000e+00 5.3000e+01 2.2453e+01],4,10808.906,8.516325844556734
00330.csv,B0045,[2010.       8.      11.       7.      12.      27.125],4,10809.375,8.563163159903915
00332.csv,B0045,[2010.       8.      11.      11.      31.      14.703],4,10803.938,8.43747263883106
00335.csv,B0045,[2010.       8.      11.      16.      25.      13.593],4,10802.313,8.308212531411332
00339.csv,B0045,[2010.      8.     12.     14.     27.     15.14],4,10807.516,8.379759166121937
00342.csv,B0045,[2010.       8.      12.      19.      22.      39.406],4,10804.64,8.475185480584631
00344.csv,B0045,[2010.       8.      12.      23.      40.      56.125],4,10807.093999999996,8.387529447701025
00346.csv,B0045,[2010.       8.      13.       3.      58.       7.187],4,10803.235,8.156280607841422
00348.csv,B0045,[2010.       8.      13.       8.      14.      54.843],4,10805.453,8.247529005510705
00351.csv,B0045,[2010.       8.      13.      12.      27.      18.593],4,10806.078,8.168609789126613
00355.csv,B0045,[2010.       8.      16.      12.      56.      14.546],4,10806.641,8.342761788340296
00358.csv,B0045,[2010.       8.      16.      17.      53.      19.203],4,10807.969,8.484541275408898
00360.csv,B0045,[2010.       8.      16.      22.      13.       2.812],4,10809.593999999996,8.481879353582725
00362.csv,B0045,[2010    8   17    2   32   20],4,10804.109,8.398682146515796
00364.csv,B0045,[2010.       8.      17.       6.      50.      25.203],4,10810.344,8.1583338350851
00367.csv,B0045,[2010.       8.      17.      11.      43.      58.265],4,10808.891,8.293256219594038
00371.csv,B0048,[2010.       7.      21.      17.      25.      40.671],4,10803.313,8.728337360007776
00374.csv,B0048,[2010.       7.      21.      22.      38.      43.484],4,10802.077999999994,8.540203319870198
00376.csv,B0048,[2010.       7.      22.       3.      14.      53.218],4,10807.688,8.447044657958907
00378.csv,B0048,[2010.       7.      22.       7.      50.      21.625],4,10805.687,8.32832750131666
00380.csv,B0048,[2010.       7.      22.      12.      25.       3.656],4,10804.078,8.46996468679888
00383.csv,B0048,[2010.       7.      22.      17.      34.      59.312],4,10804.969,8.590071846774741
00387.csv,B0048,[2010.      7.     23.     12.      7.     29.25],4,10808.375,8.563314740253459
00390.csv,B0048,[2010.       7.      23.      17.      17.      36.625],4,10804.25,8.633178703415997
00392.csv,B0048,[2010.       7.      23.      21.      50.      50.578],4,10802.406000000004,8.425548150324582
00394.csv,B0048,[2.0100e+03 7.0000e+00 2.4000e+01 2.0000e+00 2.3000e+01 2.1453e+01],4,10803.203,8.76041365449095
00396.csv,B0048,[2010.       7.      24.       6.      55.      11.046],4,10806.079,8.4751018704149
00399.csv,B0048,[2.010e+03 7.000e+00 2.400e+01 1.200e+01 2.000e+00 2.839e+01],4,10803.641,8.207344162726946
00403.csv,B0048,[2010.       7.      27.      18.      19.       3.281],4,10805.125,8.42555325456371
00406.csv,B0048,[2010.       7.      27.      23.      28.       8.828],4,10806.202999999994,8.292515552776987
00408.csv,B0048,[2010.       7.      28.       4.       0.      28.265],4,10807.016,8.300375301980043
00410.csv,B0048,[2010.       7.      28.       8.      31.      35.609],4,10803.453,8.47392662453468
00412.csv,B0048,[2.010e+03 7.000e+00 2.800e+01 1.300e+01 2.000e+00 8.531e+00],4,10807.812,8.454854094828445
00415.csv,B0048,[2010.       7.      28.      18.       7.      53.906],4,10805.016,8.291303228635622
00418.csv,B0048,[2.01e+03 7.00e+00 2.80e+01 2.30e+01 1.30e+01 7.96e-01],4,10805.781000000004,8.4269878331479
00420.csv,B0048,[2.0100e+03 7.0000e+00 2.9000e+01 2.0000e+00 5.5000e+01 5.2843e+01],4,10802.625,7.989236294320688
00422.csv,B0048,[2010.       7.      29.       7.      27.      57.484],4,10808.813,8.521817713530261
00424.csv,B0048,[2010.       7.      29.      11.      56.      11.593],4,10804.828,8.320661536697981
00427.csv,B0048,[2010.       7.      29.      16.      59.      23.625],4,10808.359,8.422137523157138
00430.csv,B0048,[2.0100e+03 7.0000e+00 2.9000e+01 2.2000e+01 2.0000e+00 1.5765e+01],4,10808.75,8.222536087452747
00432.csv,B0048,[2.0100e+03 7.0000e+00 3.0000e+01 2.0000e+00 2.8000e+01 4.1125e+01],4,10808.5,8.586164888224072
00434.csv,B0048,[2010.       7.      30.       6.      54.      35.109],4,10808.781,8.37254460882157
00436.csv,B0048,[2010.       7.      30.      11.      19.      35.093],4,10804.703,8.528163327313631
00439.csv,B0048,[2010    7   30   16   20    6],4,10804.766,8.263966777569763
00442.csv,B0048,[2010.       7.      30.      21.      20.      14.843],4,10802.641000000003,8.55282541839998
00444.csv,B0048,[2.0100e+03 7.0000e+00 3.1000e+01 1.0000e+00 4.3000e+01 5.7734e+01],4,10802.015,8.518708558564285
00446.csv,B0048,[2010.       7.      31.       6.       7.       5.562],4,10808.25,8.626406160549394
00448.csv,B0048,[2010.       7.      31.      10.      29.      39.359],4,10803.187,8.391138889995318
00451.csv,B0048,[2010.       7.      31.      15.      27.      42.562],4,10804.329,8.123052801311596
00455.csv,B0048,[2010.       8.       3.      17.      52.      22.375],4,10802.156,8.484692509335503
00458.csv,B0048,[2010.       8.       3.      22.      54.      43.062],4,10804.672000000006,8.659601569923575
00460.csv,B0048,[2010.      8.      4.      3.     19.     23.25],4,10806.687,8.63440846220327
00462.csv,B0048,[2010.       8.       4.       7.      43.      19.828],4,10804.187,8.721911620928804
00464.csv,B0048,[2010.       8.       4.      12.       6.      28.531],4,10804.703,9.172422656290232
00467.csv,B0048,[2010.       8.       4.      17.       4.      33.625],4,10805.594,8.317412717228784
00470.csv,B0048,[2.0100e+03 8.0000e+00 4.0000e+00 2.2000e+01 2.0000e+00 3.3781e+01],4,10803.797000000006,9.354776246863146
00472.csv,B0048,[2.0100e+03 8.0000e+00 5.0000e+00 2.0000e+00 2.3000e+01 3.5171e+01],4,10806.938,8.639368377485802
00474.csv,B0048,[2010.       8.       5.       6.      44.       4.281],4,10805.984,9.333226059375846
00476.csv,B0048,[2010.       8.       5.      11.       4.      13.765],4,10804.937,9.382529097941228
00479.csv,B0048,[2010.       8.       5.      15.      59.      42.062],4,10804.922,8.056637899427066
00482.csv,B0048,[2010.       8.       5.      20.      54.      47.218],4,10808.079,8.783599265890997
00484.csv,B0048,[2.0100e+03 8.0000e+00 6.0000e+00 1.0000e+00 1.3000e+01 2.8265e+01],4,10808.421,8.70683352616266
00486.csv,B0048,[2010.       8.       6.       5.      31.      48.156],4,10809.953,8.444197372719909
00488.csv,B0048,[2010.       8.       6.       9.      49.      49.937],4,10803.234,9.7629133306995
00491.csv,B0048,[2010.       8.       6.      14.      43.       7.578],4,10806.329,7.988003865434215
00494.csv,B0048,[2010.       8.       6.      19.      36.      20.187],4,10804.89,8.676023784079206
00496.csv,B0048,[2010.      8.      6.     23.     53.     10.89],4,10807.342999999992,8.945651510322765
00498.csv,B0048,[2010.       8.       7.       4.       9.      31.812],4,10809.625,8.547320706999065
00500.csv,B0048,[2010.       8.       7.       8.      25.      18.796],4,10804.875,8.740798161715984
00503.csv,B0048,[2010.       8.       7.      13.       4.      21.953],4,10804.531,7.908191973037379
00507.csv,B0048,[2010.       8.      10.      17.      36.      14.109],4,10810.016,8.415553097900212
00510.csv,B0048,[2010.       8.      10.      22.      33.      31.875],4,10803.282000000008,8.729501380031133
00512.csv,B0048,[2.0100e+03 8.0000e+00 1.1000e+01 2.0000e+00 5.3000e+01 2.2453e+01],4,10808.906,8.74994930137779
00514.csv,B0048,[2010.       8.      11.       7.      12.      27.125],4,10809.375,9.345269960804083
00516.csv,B0048,[2010.       8.      11.      11.      31.      14.703],4,10803.938,10.446476242163438
00519.csv,B0048,[2010.       8.      11.      16.      25.      13.593],4,10802.313,8.321560914091227
00523.csv,B0048,[2010.      8.     12.     14.     27.     15.14],4,10807.516,8.350831096441011
00526.csv,B0048,[2010.       8.      12.      19.      22.      39.406],4,10804.64,8.850459642380976
00528.csv,B0048,[2010.       8.      12.      23.      40.      56.125],4,10807.093999999996,9.244538530067077
00530.csv,B0048,[2010.       8.      13.       3.      58.       7.187],4,10803.235,10.23547153134212
00532.csv,B0048,[2010.       8.      13.       8.      14.      54.843],4,10805.453,10.754220695641392
00535.csv,B0048,[2010.       8.      13.      12.      27.      18.593],4,10806.078,7.7341934878561585
00539.csv,B0048,[2010.       8.      16.      12.      56.      14.546],4,10806.641,8.441931480717873
00542.csv,B0048,[2010.       8.      16.      17.      53.      19.203],4,10807.969,9.266093860319836
00544.csv,B0048,[2010.       8.      16.      22.      13.       2.812],4,10809.593999999996,9.769486487200458
00546.csv,B0048,[2010    8   17    2   32   20],4,10804.109,9.485689381832074
00548.csv,B0048,[2010.       8.      17.       6.      50.      25.203],4,10810.344,10.803093241912954
00551.csv,B0048,[2010.       8.      17.      11.      43.      58.265],4,10808.891,8.367319723489471
00555.csv,B0046,[2010.       7.      21.      17.      25.      40.671],4,10803.313,9.32513759558831
00558.csv,B0046,[2010.       7.      21.      22.      38.      43.484],4,10802.077999999994,12.346119770451756
00560.csv,B0046,[2010.       7.      22.       3.      14.      53.218],4,10807.688,11.59806658239694
00562.csv,B0046,[2010.       7.      22.       7.      50.      21.625],4,10805.687,12.092568670781334
00564.csv,B0046,[2010.       7.      22.      12.      25.       3.656],4,10804.078,12.490739095130255
00567.csv,B0046,[2010.       7.      22.      17.      34.      59.312],4,10804.969,9.465933254374386
00571.csv,B0046,[2010.      7.     23.     12.      7.     29.25],4,10808.375,9.459976311030434
00574.csv,B0046,[2010.       7.      23.      17.      17.      36.625],4,10804.25,13.40326392967572
00576.csv,B0046,[2010.       7.      23.      21.      50.      50.578],4,10802.406000000004,12.57281963998543
00578.csv,B0046,[2.0100e+03 7.0000e+00 2.4000e+01 2.0000e+00 2.3000e+01 2.1453e+01],4,10803.203,13.556085797321904
00580.csv,B0046,[2010.       7.      24.       6.      55.      11.046],4,10806.079,12.745904862879248
00583.csv,B0046,[2.010e+03 7.000e+00 2.400e+01 1.200e+01 2.000e+00 2.839e+01],4,10803.641,9.08341753898316
00587.csv,B0046,[2010.       7.      27.      18.      19.       3.281],4,10805.125,9.361701357449403
00590.csv,B0046,[2010.       7.      27.      23.      28.       8.828],4,10806.202999999994,12.962013891216712
00592.csv,B0046,[2010.       7.      28.       4.       0.      28.265],4,10807.016,13.216505813006908
00594.csv,B0046,[2010.       7.      28.       8.      31.      35.609],4,10803.453,12.84746399497611
00596.csv,B0046,[2.010e+03 7.000e+00 2.800e+01 1.300e+01 2.000e+00 8.531e+00],4,10807.812,13.087946324694633
00599.csv,B0046,[2010.       7.      28.      18.       7.      53.906],4,10805.016,9.109898329219815
00602.csv,B0046,[2.01e+03 7.00e+00 2.80e+01 2.30e+01 1.30e+01 7.96e-01],4,10805.781000000004,13.809800479071026
00604.csv,B0046,[2.0100e+03 7.0000e+00 2.9000e+01 2.0000e+00 5.5000e+01 5.2843e+01],4,10802.625,8.794974219722507
00606.csv,B0046,[2010.       7.      29.       7.      27.      57.484],4,10808.813,13.222932293469412
00608.csv,B0046,[2010.       7.      29.      11.      56.      11.593],4,10804.828,13.66317791203664
00611.csv,B0046,[2010.       7.      29.      16.      59.      23.625],4,10808.359,9.191051374384664
00614.csv,B0046,[2.0100e+03 7.0000e+00 2.9000e+01 2.2000e+01 2.0000e+00 1.5765e+01],4,10808.75,13.65870050381003
00616.csv,B0046,[2.0100e+03 7.0000e+00 3.0000e+01 2.0000e+00 2.8000e+01 4.1125e+01],4,10808.5,13.167646858022986
00618.csv,B0046,[2010.       7.      30.       6.      54.      35.109],4,10808.781,14.044734566367383
00620.csv,B0046,[2010.       7.      30.      11.      19.      35.093],4,10804.703,13.917603978270249
00623.csv,B0046,[2010    7   30   16   20    6],4,10804.766,9.1561080808182
00626.csv,B0046,[2010.       7.      30.      21.      20.      14.843],4,10802.641000000003,14.124511703888349
00628.csv,B0046,[2.0100e+03 7.0000e+00 3.1000e+01 1.0000e+00 4.3000e+01 5.7734e+01],4,10802.015,12.592602688923204
00630.csv,B0046,[2010.       7.      31.       6.       7.       5.562],4,10808.25,13.271242109383456
00632.csv,B0046,[2010.       7.      31.      10.      29.      39.359],4,10803.187,13.879267261448383
00635.csv,B0046,[2010.       7.      31.      15.      27.      42.562],4,10804.329,8.961573455880472
00639.csv,B0046,[2010.       8.       3.      17.      52.      22.375],4,10802.156,9.235381386461205
00642.csv,B0046,[2010.       8.       3.      22.      54.      43.062],4,10804.672000000006,12.768858904952618
00644.csv,B0046,[2010.      8.      4.      3.     19.     23.25],4,10806.687,13.37099000431978
00646.csv,B0046,[2010.       8.       4.       7.      43.      19.828],4,10804.187,13.139485790529518
00648.csv,B0046,[2010.       8.       4.      12.       6.      28.531],4,10804.703,14.207971178409403
00651.csv,B0046,[2010.       8.       4.      17.       4.      33.625],4,10805.594,8.935870973704901
00654.csv,B0046,[2.0100e+03 8.0000e+00 4.0000e+00 2.2000e+01 2.0000e+00 3.3781e+01],4,10803.797000000006,14.402615524029676
00656.csv,B0046,[2.0100e+03 8.0000e+00 5.0000e+00 2.0000e+00 2.3000e+01 3.5171e+01],4,10806.938,12.908314636128306
00658.csv,B0046,[2010.       8.       5.       6.      44.       4.281],4,10805.984,14.096794455486355
00660.csv,B0046,[2010.       8.       5.      11.       4.      13.765],4,10804.937,14.27836592296483
00663.csv,B0046,[2010.       8.       5.      15.      59.      42.062],4,10804.922,8.827049914593319
00666.csv,B0046,[2010.       8.       5.      20.      54.      47.218],4,10808.079,13.744651377939665
00668.csv,B0046,[2.0100e+03 8.0000e+00 6.0000e+00 1.0000e+00 1.3000e+01 2.8265e+01],4,10808.421,13.521354405833216
00670.csv,B0046,[2010.       8.       6.       5.      31.      48.156],4,10809.953,13.118371272464127
00672.csv,B0046,[2010.       8.       6.       9.      49.      49.937],4,10803.234,14.502549026623464
00675.csv,B0046,[2010.       8.       6.      14.      43.       7.578],4,10806.329,8.533783890055396
00678.csv,B0046,[2010.       8.       6.      19.      36.      20.187],4,10804.89,13.067735171405046
00680.csv,B0046,[2010.      8.      6.     23.     53.     10.89],4,10807.342999999992,13.847530682607912
00682.csv,B0046,[2010.       8.       7.       4.       9.      31.812],4,10809.625,12.922766299354484
00684.csv,B0046,[2010.       8.       7.       8.      25.      18.796],4,10804.875,13.42198851253176
00687.csv,B0046,[2010.       8.       7.      13.       4.      21.953],4,10804.531,8.522142343750629
00691.csv,B0046,[2010.       8.      10.      17.      36.      14.109],4,10810.016,8.86703786132924
00694.csv,B0046,[2010.       8.      10.      22.      33.      31.875],4,10803.282000000008,12.873064470501332
00696.csv,B0046,[2.0100e+03 8.0000e+00 1.1000e+01 2.0000e+00 5.3000e+01 2.2453e+01],4,10808.906,12.914378640441887
